user_id,book_id,rating
15.0,337,5
15.0,92,4
15.0,887,3
15.0,119,5
15.0,310,5
15.0,465,4
15.0,8440,4
15.0,71,4
15.0,1329,5
15.0,795,5
15.0,2193,4
15.0,3002,4
15.0,241,5
15.0,4043,4
15.0,148,4
15.0,68,5
15.0,1144,4
15.0,941,4
15.0,782,4
15.0,1993,5
15.0,1217,5
15.0,2347,5
15.0,7260,4
15.0,9363,4
15.0,688,5
15.0,3340,5
15.0,14,4
15.0,550,4
15.0,115,5
15.0,8842,3
15.0,344,4
15.0,171,5
15.0,36,5
18.0,572,4
18.0,3566,3
18.0,2584,4
18.0,557,4
18.0,1102,2
18.0,344,4
18.0,3551,2
18.0,60,3
18.0,101,4
18.0,372,3
18.0,943,4
18.0,1923,4
18.0,2615,4
18.0,4054,5
4.0,3273,2
4.0,1037,4
4.0,100,3
4.0,48,4
4.0,95,4
4.0,1311,3
4.0,387,4
4.0,497,5
4.0,2190,4
4.0,1733,3
4.0,1301,3
4.0,489,5
4.0,1435,4
4.0,1380,5
4.0,221,4
4.0,401,4
4.0,131,4
4.0,3469,5
18.0,662,4
18.0,2770,5
18.0,9287,2
18.0,13,4
18.0,119,4
18.0,1544,4
18.0,426,4
18.0,3219,3
18.0,55,4
18.0,48,4
18.0,65,5
18.0,405,4
18.0,3068,4
18.0,3202,4
18.0,7538,5
18.0,7254,5
22.0,264,2
22.0,284,4
22.0,350,5
18.0,8329,4
8.0,45,3
24.0,378,4
24.0,323,4
24.0,100,4
24.0,1144,4
24.0,1752,5
24.0,860,4
24.0,2188,4
24.0,1031,5
24.0,2304,5
24.0,7770,4
24.0,2142,5
24.0,4149,3
24.0,233,4
24.0,948,4
24.0,1936,5
24.0,2738,4
24.0,2586,4
24.0,1970,3
24.0,483,4
24.0,1329,4
24.0,7409,4
24.0,9,4
24.0,326,5
24.0,26,3
24.0,33,4
24.0,289,5
24.0,662,5
22.0,7638,3
22.0,442,4
22.0,1142,4
22.0,3425,5
22.0,176,5
22.0,349,4
22.0,232,2
22.0,1589,4
22.0,1900,4
22.0,670,4
22.0,1498,4
22.0,739,4
22.0,488,2
22.0,865,3
22.0,1987,5
22.0,2352,2
22.0,168,5
22.0,3314,2
22.0,48,5
22.0,2673,2
22.0,9,2
22.0,1236,3
22.0,289,5
22.0,4810,4
18.0,130,5
25.0,14,4
25.0,8336,4
25.0,653,5
25.0,5374,4
25.0,872,4
25.0,8949,5
25.0,977,5
25.0,4602,4
25.0,7277,4
25.0,5730,5
25.0,483,5
25.0,4531,5
25.0,58,4
25.0,4,4
25.0,13,4
25.0,2339,5
25.0,5940,5
25.0,65,5
25.0,2975,4
24.0,148,3
24.0,136,3
24.0,78,2
24.0,1639,4
24.0,186,3
24.0,398,3
24.0,60,2
24.0,2320,3
24.0,658,4
22.0,450,3
22.0,2298,3
28.0,3504,4
28.0,2615,5
24.0,741,3
32.0,238,4
32.0,550,5
32.0,2357,5
32.0,758,5
32.0,101,4
32.0,344,4
32.0,2615,4
32.0,9624,4
32.0,245,5
32.0,150,5
32.0,26,3
32.0,9,3
32.0,66,5
32.0,2302,3
32.0,1272,4
32.0,2621,4
32.0,2,4
32.0,398,4
32.0,848,3
32.0,3979,3
32.0,236,4
32.0,142,5
32.0,306,4
32.0,122,4
32.0,4317,4
32.0,2192,4
32.0,42,5
32.0,114,4
32.0,132,4
32.0,22,4
32.0,5,4
32.0,8,5
32.0,6417,4
32.0,576,4
32.0,431,3
32.0,7,3
32.0,4682,3
32.0,1217,4
29.0,27,5
29.0,21,5
29.0,2,5
29.0,24,4
32.0,606,4
32.0,85,5
32.0,158,4
32.0,373,5
32.0,416,5
32.0,50,5
32.0,32,5
32.0,1383,3
32.0,574,4
32.0,179,4
32.0,14,3
32.0,33,4
32.0,75,3
32.0,136,4
32.0,3997,3
32.0,4095,3
32.0,1131,3
25.0,5244,4
34.0,498,5
32.0,9934,5
34.0,371,3
34.0,1518,5
34.0,9588,4
34.0,162,4
34.0,2674,3
34.0,2620,3
34.0,89,4
34.0,8995,3
34.0,424,3
34.0,405,4
34.0,2177,4
34.0,611,4
34.0,2209,5
34.0,1322,4
34.0,1312,3
34.0,10,4
34.0,391,5
34.0,442,5
34.0,408,2
34.0,958,5
34.0,5326,4
34.0,5101,4
34.0,296,5
34.0,740,4
34.0,1657,5
34.0,121,4
34.0,70,4
34.0,232,4
34.0,9308,5
34.0,5830,4
34.0,547,4
34.0,3203,3
34.0,400,4
34.0,3941,3
34.0,1010,5
40.0,690,4
40.0,179,5
40.0,1184,4
40.0,5,3
40.0,3123,3
40.0,1312,3
40.0,436,4
40.0,32,3
40.0,10,5
40.0,4,5
40.0,13,4
40.0,495,4
40.0,483,5
40.0,101,4
40.0,344,4
40.0,659,3
40.0,63,3
40.0,587,4
40.0,249,4
22.0,408,4
22.0,687,3
22.0,598,5
22.0,3278,3
22.0,3298,3
22.0,1018,5
22.0,2669,3
22.0,1246,4
22.0,2299,2
22.0,2382,3
22.0,6578,2
22.0,7316,3
22.0,8512,2
22.0,8214,4
22.0,2426,5
22.0,1380,5
22.0,633,5
31.0,743,4
31.0,1153,3
31.0,2034,3
31.0,2923,3
31.0,3036,3
31.0,4979,3
31.0,4031,3
31.0,3883,3
31.0,39,4
31.0,165,3
31.0,135,3
31.0,110,3
31.0,598,5
31.0,1018,4
31.0,3278,4
31.0,3298,4
31.0,1246,4
31.0,2669,4
31.0,2382,3
31.0,2299,3
31.0,2,3
31.0,24,3
31.0,21,3
31.0,27,3
31.0,23,3
31.0,18,3
31.0,1299,4
31.0,4316,3
31.0,3428,4
31.0,4455,5
31.0,70,5
31.0,360,4
31.0,496,4
31.0,2406,4
31.0,2047,4
31.0,2965,4
31.0,806,4
31.0,1053,4
31.0,612,4
31.0,936,3
31.0,1261,3
31.0,725,3
31.0,232,4
31.0,168,3
31.0,915,4
31.0,7522,4
31.0,289,4
31.0,2873,4
31.0,13,4
31.0,14,3
31.0,28,4
31.0,499,3
31.0,2051,3
31.0,1868,4
31.0,350,4
31.0,2015,3
31.0,32,3
31.0,287,1
31.0,994,4
31.0,1656,4
31.0,5658,4
31.0,7667,2
34.0,937,4
43.0,8,4
43.0,101,4
43.0,709,5
43.0,426,5
31.0,75,3
22.0,45,5
31.0,33,3
31.0,2615,3
31.0,272,4
31.0,271,4
31.0,2601,2
31.0,5100,3
31.0,5563,3
31.0,136,2
31.0,101,4
31.0,55,4
31.0,372,4
32.0,2015,3
24.0,8,4
24.0,2,3
24.0,23,3
24.0,24,4
24.0,21,3
49.0,867,3
49.0,1843,5
18.0,3237,4
46.0,268,4
18.0,913,5
46.0,483,5
50.0,217,4
50.0,26,2
53.0,270,2
53.0,14,2
53.0,35,1
53.0,80,5
53.0,130,4
53.0,653,2
24.0,27,4
24.0,18,3
24.0,3310,4
24.0,119,4
24.0,883,3
55.0,212,5
55.0,3141,3
55.0,1544,5
55.0,7462,5
24.0,228,2
55.0,2051,1
24.0,11,4
58.0,26,1
58.0,58,4
58.0,18,5
58.0,14,3
58.0,2,3
58.0,653,5
58.0,5,4
58.0,13,4
58.0,24,4
58.0,21,5
58.0,27,4
58.0,10,4
58.0,11,4
58.0,65,4
55.0,264,5
55.0,397,2
55.0,653,5
24.0,1806,5
46.0,1741,5
55.0,520,4
46.0,672,5
46.0,1410,5
46.0,2235,5
46.0,7991,5
46.0,3229,5
46.0,5858,5
46.0,9469,5
46.0,8215,5
46.0,7208,5
46.0,7619,5
46.0,5041,5
46.0,6684,5
46.0,671,5
46.0,5665,5
46.0,6512,5
46.0,5505,5
46.0,4240,5
46.0,9116,5
46.0,9494,5
46.0,7748,5
46.0,5115,5
46.0,7681,5
46.0,5861,5
46.0,8868,5
46.0,6078,5
55.0,43,5
46.0,6501,5
46.0,6211,5
46.0,7607,5
46.0,7006,5
46.0,8156,5
46.0,6087,5
46.0,3752,5
46.0,6212,5
46.0,200,5
46.0,1058,5
46.0,4728,5
61.0,11,5
61.0,33,3
61.0,26,3
61.0,2,4
61.0,24,4
61.0,21,4
61.0,27,4
61.0,18,4
61.0,57,4
61.0,273,3
55.0,217,3
34.0,570,3
34.0,60,2
34.0,168,4
34.0,172,4
34.0,546,2
53.0,1664,5
53.0,213,3
53.0,315,1
53.0,4862,4
53.0,66,5
62.0,572,5
62.0,171,3
62.0,1041,4
62.0,701,4
58.0,8336,4
58.0,2716,4
58.0,7639,5
58.0,941,3
58.0,4640,4
58.0,177,5
58.0,80,5
58.0,4068,4
58.0,270,3
58.0,8946,5
58.0,66,5
58.0,148,4
58.0,5551,4
58.0,189,4
53.0,6195,1
53.0,2027,3
53.0,786,3
53.0,4602,1
53.0,8336,1
53.0,489,2
53.0,125,5
65.0,161,5
65.0,180,4
65.0,129,5
65.0,155,4
65.0,213,4
65.0,8,5
65.0,5,5
65.0,26,1
65.0,2,4
65.0,24,5
65.0,21,5
65.0,27,5
65.0,14,4
65.0,18,5
65.0,55,5
65.0,58,5
65.0,32,4
65.0,2041,1
65.0,953,4
65.0,176,5
65.0,936,4
65.0,1053,3
65.0,612,4
65.0,232,5
65.0,305,2
65.0,806,5
65.0,556,4
66.0,10,3
66.0,76,2
66.0,2,2
66.0,35,4
66.0,629,2
66.0,2902,2
54.0,81,5
54.0,199,5
56.0,2679,4
32.0,59,4
32.0,857,5
32.0,102,5
32.0,160,2
32.0,530,5
32.0,125,4
32.0,321,4
32.0,138,3
32.0,387,3
53.0,26,3
32.0,531,3
32.0,733,4
69.0,8,5
69.0,89,4
69.0,35,3
69.0,26,3
69.0,4,5
69.0,32,5
69.0,5,5
70.0,323,5
70.0,26,4
70.0,80,5
70.0,7022,3
70.0,5792,4
70.0,709,5
70.0,1206,4
70.0,629,4
70.0,1663,2
70.0,1835,4
70.0,1506,4
70.0,9473,3
70.0,3928,5
70.0,2027,3
63.0,121,3
63.0,130,4
70.0,597,5
70.0,8704,4
70.0,653,5
63.0,10,2
63.0,32,3
63.0,315,3
70.0,154,4
70.0,29,5
70.0,125,5
70.0,353,4
70.0,770,3
70.0,530,4
70.0,839,4
70.0,248,4
70.0,773,3
70.0,8336,3
70.0,270,4
70.0,489,3
70.0,606,2
72.0,4,5
72.0,55,3
72.0,8,2
72.0,550,5
70.0,7810,4
72.0,1714,5
72.0,118,5
72.0,848,4
72.0,867,2
72.0,10,5
72.0,2136,4
72.0,230,4
72.0,171,5
72.0,471,4
70.0,35,3
70.0,401,3
70.0,1580,4
70.0,427,4
70.0,95,3
70.0,935,2
73.0,5024,4
73.0,8692,5
73.0,6808,5
73.0,3933,3
73.0,758,5
73.0,268,4
73.0,820,5
73.0,380,5
73.0,851,4
73.0,611,3
73.0,270,5
73.0,3761,4
73.0,7715,5
73.0,80,5
73.0,115,4
73.0,709,5
73.0,8,5
73.0,131,3
73.0,730,3
73.0,1161,4
73.0,32,4
73.0,1970,5
73.0,63,4
73.0,65,4
73.0,178,5
73.0,177,4
73.0,121,5
73.0,219,5
73.0,162,5
73.0,614,3
73.0,587,3
73.0,58,4
73.0,6128,5
73.0,427,5
73.0,180,3
73.0,5,4
73.0,26,3
73.0,4,3
73.0,24,4
73.0,21,4
73.0,27,4
73.0,18,4
73.0,10,5
73.0,28,5
73.0,23,4
73.0,287,3
73.0,130,4
73.0,405,3
73.0,829,3
73.0,1949,4
73.0,2403,5
70.0,172,5
70.0,10,3
70.0,478,3
73.0,171,5
73.0,1571,4
73.0,2097,4
73.0,570,5
73.0,1421,3
73.0,3476,4
73.0,9083,4
73.0,646,4
73.0,321,5
73.0,173,5
73.0,5210,5
73.0,2259,3
73.0,2798,5
73.0,397,4
73.0,6634,4
73.0,3808,5
73.0,4942,5
73.0,71,5
73.0,97,5
73.0,499,4
73.0,5238,5
73.0,66,5
73.0,618,4
73.0,5508,5
73.0,4707,4
73.0,2,4
59.0,5,3
59.0,4068,3
59.0,635,3
59.0,1206,3
59.0,786,3
59.0,94,3
59.0,8336,5
74.0,8882,5
59.0,80,5
59.0,26,4
59.0,14,3
59.0,2024,3
74.0,582,5
74.0,3009,5
59.0,941,3
59.0,662,4
59.0,378,4
74.0,125,2
74.0,718,3
59.0,35,1
59.0,653,3
74.0,2323,2
59.0,6921,4
74.0,3029,5
74.0,6324,3
74.0,6306,3
74.0,3569,3
74.0,2073,5
74.0,5423,3
74.0,5525,3
74.0,3640,3
74.0,6399,4
74.0,3760,3
74.0,2595,3
74.0,4353,4
74.0,1755,5
73.0,3457,5
73.0,2903,3
73.0,5283,4
73.0,354,5
73.0,468,4
73.0,7416,2
74.0,375,4
74.0,1650,4
74.0,935,4
59.0,629,3
59.0,1663,2
59.0,489,1
59.0,5730,4
73.0,1373,5
73.0,117,5
73.0,872,4
73.0,1113,5
73.0,621,4
73.0,999,4
75.0,3254,2
75.0,6777,5
75.0,11,5
59.0,3379,4
75.0,372,4
75.0,476,3
75.0,115,4
75.0,741,4
75.0,743,3
75.0,122,4
75.0,1714,4
75.0,109,3
75.0,7379,3
75.0,22,4
75.0,150,4
75.0,9854,3
75.0,63,4
75.0,662,4
75.0,378,4
76.0,8,4
76.0,24,5
76.0,21,5
76.0,18,5
76.0,66,4
76.0,4068,5
76.0,60,4
76.0,75,5
76.0,599,5
76.0,54,5
76.0,121,5
76.0,87,3
76.0,45,4
76.0,22,3
76.0,108,4
76.0,955,2
76.0,1063,2
76.0,1436,2
76.0,39,3
76.0,426,4
76.0,27,5
76.0,2,5
76.0,219,5
76.0,498,5
76.0,311,5
76.0,26,4
76.0,9,3
75.0,8519,4
76.0,925,4
76.0,4606,4
76.0,669,5
76.0,6604,5
75.0,4842,1
76.0,270,4
76.0,828,5
76.0,2451,4
76.0,4067,4
25.0,8455,4
25.0,8555,4
70.0,1167,5
70.0,14,5
70.0,972,2
70.0,5525,3
70.0,94,5
59.0,184,3
72.0,64,3
72.0,1159,5
72.0,2679,4
59.0,1131,3
76.0,315,2
76.0,130,3
76.0,109,4
76.0,80,5
76.0,42,3
76.0,171,3
76.0,76,3
76.0,10,5
59.0,8946,5
59.0,148,4
70.0,635,3
70.0,772,3
80.0,65,3
80.0,8,2
80.0,5,2
80.0,26,1
80.0,8946,3
80.0,8882,3
76.0,160,4
76.0,272,4
76.0,653,5
76.0,7651,4
25.0,2902,1
25.0,1663,1
25.0,395,4
25.0,3903,5
38.0,1031,4
38.0,786,3
38.0,85,3
38.0,8455,4
38.0,8079,3
38.0,2544,3
59.0,6160,4
59.0,9754,4
38.0,24,4
38.0,2,4
38.0,18,4
38.0,27,4
38.0,934,3
59.0,60,2
38.0,6354,4
38.0,213,4
38.0,6160,3
38.0,8882,3
53.0,2302,1
83.0,8,4
83.0,5,4
83.0,26,4
83.0,4,5
83.0,2,4
83.0,24,4
83.0,13,4
83.0,21,4
83.0,14,4
83.0,27,4
83.0,55,5
83.0,93,5
83.0,2357,5
83.0,550,5
70.0,706,2
83.0,1234,4
83.0,1970,5
76.0,92,3
40.0,122,2
85.0,24,4
85.0,101,4
85.0,26,4
85.0,33,4
85.0,495,4
85.0,45,4
85.0,150,4
85.0,516,4
85.0,8,5
85.0,5,4
85.0,2,4
85.0,4,5
85.0,13,5
85.0,21,3
85.0,14,5
85.0,27,3
85.0,58,4
85.0,55,1
85.0,65,2
85.0,80,5
85.0,483,4
61.0,3638,4
38.0,483,3
38.0,233,3
38.0,94,4
76.0,958,3
76.0,413,2
76.0,172,5
76.0,590,3
25.0,662,5
55.0,2013,4
85.0,23,4
85.0,18,4
85.0,372,4
85.0,1096,4
85.0,9,4
85.0,4009,4
40.0,795,3
85.0,354,1
54.0,11,5
54.0,217,4
54.0,87,5
54.0,26,4
54.0,378,5
54.0,310,2
54.0,383,2
78.0,284,4
78.0,55,2
78.0,14,2
78.0,8805,3
78.0,180,1
78.0,4634,4
78.0,3508,5
78.0,4672,4
78.0,8336,2
78.0,4640,4
78.0,95,5
78.0,3785,5
45.0,662,5
85.0,1269,3
73.0,118,4
73.0,43,3
78.0,3913,3
78.0,592,5
78.0,23,1
78.0,828,3
78.0,2342,4
76.0,7806,3
78.0,94,4
78.0,7,4
78.0,155,3
78.0,19,4
78.0,161,5
78.0,4336,5
78.0,5754,3
78.0,653,2
78.0,130,4
78.0,70,3
78.0,934,5
78.0,5088,3
89.0,1705,4
89.0,574,3
89.0,1272,5
89.0,380,5
38.0,9303,4
89.0,323,4
89.0,287,4
89.0,211,2
89.0,127,3
89.0,969,3
89.0,8084,3
38.0,1624,4
89.0,1683,4
38.0,5244,3
93.0,131,3
93.0,11,5
38.0,8336,5
38.0,1214,4
38.0,1135,4
38.0,959,4
38.0,4622,3
38.0,8878,4
93.0,969,4
93.0,287,5
93.0,255,5
63.0,786,3
63.0,278,3
63.0,8455,5
63.0,85,4
63.0,3508,4
63.0,1996,3
63.0,58,3
63.0,5327,3
63.0,4974,3
63.0,8946,3
63.0,177,3
63.0,8792,3
63.0,4475,5
63.0,160,3
63.0,83,4
63.0,590,3
63.0,361,3
89.0,1055,5
89.0,2698,5
89.0,7495,5
89.0,714,5
63.0,718,3
76.0,2023,3
80.0,118,3
4.0,81,5
4.0,468,4
4.0,1210,5
4.0,436,3
4.0,101,4
38.0,669,4
38.0,6820,4
94.0,1079,4
94.0,9236,2
94.0,653,3
94.0,4119,4
94.0,3696,2
94.0,984,3
94.0,629,2
94.0,1206,3
94.0,3821,1
94.0,2,2
94.0,23,3
94.0,24,2
94.0,21,1
94.0,66,3
94.0,6070,4
94.0,315,3
58.0,885,3
58.0,311,3
58.0,2902,3
58.0,1206,1
58.0,6921,4
58.0,2302,2
94.0,2082,5
94.0,85,4
94.0,50,3
94.0,786,4
40.0,8,4
65.0,3141,3
65.0,6283,3
89.0,22,3
89.0,38,3
65.0,287,5
89.0,4602,4
89.0,820,5
89.0,94,4
89.0,194,5
89.0,7266,5
89.0,2809,4
89.0,43,2
89.0,1133,4
89.0,3451,4
83.0,916,4
89.0,268,4
78.0,2097,4
78.0,485,5
78.0,959,5
78.0,1135,5
78.0,512,3
78.0,395,4
78.0,1113,4
78.0,964,4
78.0,479,5
78.0,4106,4
78.0,97,3
78.0,154,4
89.0,78,1
89.0,180,4
94.0,180,3
94.0,6921,4
18.0,282,2
94.0,4068,2
94.0,699,1
94.0,172,3
94.0,42,2
94.0,7639,4
94.0,184,1
94.0,158,1
18.0,92,3
18.0,408,3
89.0,8857,5
89.0,1258,5
89.0,416,4
89.0,184,5
89.0,26,1
89.0,24,3
89.0,2,3
89.0,18,4
89.0,27,3
89.0,21,3
89.0,45,4
89.0,158,5
89.0,1938,4
89.0,335,4
89.0,373,4
89.0,2741,3
89.0,2620,3
89.0,8998,4
89.0,7103,3
89.0,8192,4
34.0,3923,3
66.0,80,5
66.0,4606,3
66.0,669,4
66.0,653,3
66.0,489,4
66.0,828,3
40.0,26,4
40.0,2,5
40.0,24,4
40.0,21,4
40.0,27,4
40.0,18,4
40.0,14,3
40.0,11,2
40.0,115,5
40.0,28,4
40.0,60,3
40.0,23,4
40.0,113,4
40.0,66,5
100.0,8946,5
100.0,26,3
100.0,35,3
100.0,3085,3
100.0,9754,3
100.0,6160,4
100.0,148,4
100.0,1131,4
100.0,4068,3
100.0,14,3
100.0,786,3
100.0,94,3
100.0,1206,2
45.0,5374,4
45.0,635,3
45.0,8336,3
45.0,378,4
45.0,4068,5
45.0,2716,5
45.0,606,4
45.0,7639,4
45.0,483,4
45.0,60,5
45.0,6921,3
100.0,323,4
100.0,11,3
100.0,33,4
100.0,653,3
100.0,489,3
100.0,58,3
100.0,2380,3
100.0,3379,4
100.0,635,4
100.0,629,3
100.0,10,3
100.0,121,3
100.0,66,4
100.0,85,4
100.0,125,3
100.0,29,3
100.0,172,3
100.0,614,4
100.0,6772,5
100.0,5730,4
100.0,3913,4
100.0,4862,3
100.0,8455,3
100.0,5244,3
100.0,9460,4
100.0,7810,3
100.0,5374,3
100.0,4531,3
100.0,5792,4
100.0,8456,3
100.0,2027,4
100.0,606,4
100.0,1847,4
100.0,8152,4
100.0,9936,3
100.0,5911,3
65.0,8805,5
65.0,284,1
65.0,196,5
100.0,4504,4
53.0,8882,2
53.0,714,3
53.0,361,1
53.0,160,1
100.0,6070,3
53.0,85,3
53.0,278,3
53.0,8946,5
70.0,83,3
26.0,225,4
26.0,131,4
26.0,3387,5
26.0,65,4
26.0,1133,4
26.0,323,4
26.0,397,4
26.0,736,4
26.0,48,4
26.0,2869,4
26.0,8818,4
26.0,1411,4
26.0,181,4
26.0,879,4
26.0,45,4
26.0,180,4
26.0,3085,3
26.0,2097,4
26.0,1714,4
26.0,264,5
26.0,9317,3
26.0,7251,4
26.0,3913,3
26.0,5792,3
26.0,8814,4
26.0,3219,4
26.0,494,4
26.0,2274,4
26.0,1299,4
26.0,7262,5
26.0,7874,4
26.0,2875,4
26.0,4672,4
26.0,3916,4
26.0,6064,4
74.0,315,4
15.0,943,5
89.0,35,3
89.0,468,5
89.0,8,4
89.0,119,2
89.0,32,4
29.0,4,4
29.0,2729,4
29.0,485,5
29.0,1106,4
29.0,6575,4
29.0,37,5
29.0,602,4
29.0,332,5
29.0,292,5
29.0,347,4
29.0,641,4
29.0,542,4
29.0,427,4
29.0,1580,4
29.0,2342,3
29.0,8611,3
29.0,4071,3
29.0,1521,4
29.0,2366,5
29.0,6820,3
29.0,1255,4
29.0,213,4
29.0,5386,5
29.0,1458,5
29.0,1186,4
29.0,1679,4
29.0,184,5
29.0,373,5
29.0,1373,5
29.0,577,5
29.0,103,4
29.0,6173,3
29.0,76,5
29.0,560,4
29.0,530,4
29.0,48,4
78.0,5865,4
78.0,177,3
78.0,1041,5
78.0,614,3
103.0,867,5
103.0,11,4
103.0,287,5
103.0,2860,5
103.0,397,4
100.0,1961,4
105.0,1553,5
105.0,5609,3
105.0,5295,3
105.0,3608,3
105.0,4656,3
105.0,3832,3
105.0,38,4
105.0,28,3
105.0,287,4
105.0,405,5
105.0,325,5
105.0,758,5
105.0,167,3
105.0,806,4
105.0,725,4
105.0,953,4
105.0,176,4
105.0,232,5
105.0,936,3
105.0,915,4
105.0,1053,4
105.0,488,5
105.0,168,4
105.0,612,3
105.0,374,5
105.0,6064,4
105.0,337,5
105.0,878,4
105.0,4510,4
54.0,122,4
108.0,92,4
108.0,11,5
108.0,211,3
108.0,127,4
34.0,360,4
34.0,43,4
34.0,59,5
24.0,281,3
24.0,7868,3
24.0,80,4
24.0,3400,4
24.0,4605,4
24.0,4983,4
24.0,1597,5
24.0,453,3
24.0,2757,3
24.0,325,4
54.0,111,4
54.0,1005,2
54.0,225,3
54.0,38,4
18.0,228,2
80.0,763,4
80.0,354,3
80.0,198,3
80.0,4,2
80.0,3156,3
80.0,3048,5
80.0,8355,3
89.0,934,5
58.0,629,2
58.0,43,3
58.0,6383,4
58.0,378,4
58.0,5730,3
100.0,9236,4
100.0,3049,4
100.0,6593,4
100.0,4475,4
100.0,478,3
100.0,162,4
100.0,4640,4
100.0,1113,4
100.0,180,4
112.0,4047,5
112.0,9768,5
112.0,570,4
112.0,398,4
112.0,372,5
112.0,516,5
112.0,6242,5
112.0,9542,5
112.0,5294,4
112.0,9533,5
112.0,795,5
112.0,3476,4
112.0,2284,5
113.0,4663,3
113.0,7647,5
103.0,2027,5
103.0,45,5
103.0,520,4
113.0,3497,5
113.0,1863,5
113.0,2608,5
113.0,1480,5
113.0,2959,5
113.0,8332,4
113.0,4194,5
113.0,6374,4
113.0,8085,4
113.0,7505,4
113.0,7981,4
113.0,3244,5
113.0,2783,3
113.0,3177,4
113.0,3648,5
113.0,2623,5
113.0,1857,5
113.0,5805,4
113.0,6368,4
113.0,7895,4
113.0,4712,4
113.0,3663,5
113.0,9533,5
113.0,9542,5
113.0,6242,5
113.0,5294,5
113.0,323,2
113.0,3708,2
113.0,354,4
113.0,5629,4
113.0,2508,4
113.0,763,5
113.0,6934,5
113.0,1642,5
113.0,6389,4
113.0,2809,4
113.0,3028,4
113.0,3837,4
113.0,2561,5
113.0,6675,3
113.0,572,3
113.0,1845,4
113.0,119,5
113.0,2341,3
113.0,2303,3
113.0,2550,3
113.0,2549,3
113.0,2090,3
113.0,2224,3
113.0,3510,3
113.0,1086,2
113.0,1553,3
113.0,3166,4
113.0,2911,4
113.0,5295,4
113.0,3608,2
113.0,4656,4
113.0,5092,4
113.0,3874,3
